protein_id,contig_id,keywords
YP_008059456.1,Halovirus HGTV-1,hypothetical protein HGTV1_281 
YP_008059457.1,Halovirus HGTV-1,hypothetical protein HGTV1_282 
YP_008059458.1,Halovirus HGTV-1,hypothetical protein HGTV1_283 
YP_008059459.1,Halovirus HGTV-1,hypothetical protein HGTV1_284 
YP_008059460.1,Halovirus HGTV-1,hypothetical protein HGTV1_285 
YP_008059461.1,Halovirus HGTV-1,hypothetical protein HGTV1_286 
YP_008059462.1,Halovirus HGTV-1,hypothetical protein HGTV1_287 
YP_008059463.1,Halovirus HGTV-1,hypothetical protein HGTV1_288 
YP_008059464.1,Halovirus HGTV-1,hypothetical protein HGTV1_289 
YP_008059465.1,Halovirus HGTV-1,hypothetical protein HGTV1_290 
YP_008059466.1,Halovirus HGTV-1,hypothetical protein HGTV1_291 
YP_008059467.1,Halovirus HGTV-1,hypothetical protein HGTV1_292 
YP_008059468.1,Halovirus HGTV-1,hypothetical protein HGTV1_293 
YP_008059469.1,Halovirus HGTV-1,endonuclease III 
YP_008059470.1,Halovirus HGTV-1,hypothetical protein HGTV1_295 
YP_008059471.1,Halovirus HGTV-1,hypothetical protein HGTV1_296 
YP_008059472.1,Halovirus HGTV-1,hypothetical protein HGTV1_297 
YP_008059473.1,Halovirus HGTV-1,hypothetical protein HGTV1_298 
YP_008059474.1,Halovirus HGTV-1,hypothetical protein HGTV1_299 
YP_008059475.1,Halovirus HGTV-1,hypothetical protein HGTV1_300 
YP_008059476.1,Halovirus HGTV-1,hypothetical protein HGTV1_301 
YP_008059477.1,Halovirus HGTV-1,hypothetical protein HGTV1_302 
YP_008059478.1,Halovirus HGTV-1,hypothetical protein HGTV1_303 
YP_008059479.1,Halovirus HGTV-1,hypothetical protein HGTV1_304 
YP_008059480.1,Halovirus HGTV-1,hypothetical protein HGTV1_305 
YP_008059481.1,Halovirus HGTV-1,hypothetical protein HGTV1_306 
YP_008059482.1,Halovirus HGTV-1,hypothetical protein HGTV1_307 
YP_008059483.1,Halovirus HGTV-1,hypothetical protein HGTV1_308 
YP_008059484.1,Halovirus HGTV-1,hypothetical protein HGTV1_309 
YP_008059485.1,Halovirus HGTV-1,hypothetical protein HGTV1_310 
YP_008059486.1,Halovirus HGTV-1,hypothetical protein HGTV1_311 
YP_008059487.1,Halovirus HGTV-1,hypothetical protein HGTV1_312 
YP_008059488.1,Halovirus HGTV-1,hypothetical protein HGTV1_313 
YP_008059489.1,Halovirus HGTV-1,hypothetical protein HGTV1_314 
YP_008059490.1,Halovirus HRTV-4,hypothetical protein HRTV4_1 
YP_008059491.1,Halovirus HRTV-4,hypothetical protein HRTV4_2 
YP_008059492.1,Halovirus HRTV-4,hypothetical protein HRTV4_3 
YP_008059493.1,Halovirus HRTV-4,hypothetical protein HRTV4_4 
YP_008059494.1,Halovirus HRTV-4,hypothetical protein HRTV4_5 
YP_008059495.1,Halovirus HRTV-4,hypothetical protein HRTV4_6 
YP_008059496.1,Halovirus HRTV-4,hypothetical protein HRTV4_7 
YP_008059497.1,Halovirus HRTV-4,hypothetical protein HRTV4_8 
YP_008059498.1,Halovirus HRTV-4,hypothetical protein HRTV4_9 
YP_008059499.1,Halovirus HRTV-4,hypothetical protein HRTV4_10 
YP_008059500.1,Halovirus HRTV-4,hypothetical protein HRTV4_11 
YP_008059501.1,Halovirus HRTV-4,hypothetical protein HRTV4_12 
YP_008059502.1,Halovirus HRTV-4,hypothetical protein HRTV4_13 
YP_008059503.1,Halovirus HRTV-4,hypothetical protein HRTV4_14 
YP_008059504.1,Halovirus HRTV-4,hypothetical protein HRTV4_15 
YP_008059505.1,Halovirus HRTV-4,hypothetical protein HRTV4_16 
YP_008059506.1,Halovirus HRTV-4,hypothetical protein HRTV4_17 
YP_008059507.1,Halovirus HRTV-4,hypothetical protein HRTV4_18 
YP_008059508.1,Halovirus HRTV-4,hypothetical protein HRTV4_19 
YP_008059509.1,Halovirus HRTV-4,hypothetical protein HRTV4_20 
YP_008059510.1,Halovirus HRTV-4,terminase large subunit 
YP_008059511.1,Halovirus HRTV-4,hypothetical protein HRTV4_22 
YP_008059512.1,Halovirus HRTV-4,hypothetical protein HRTV4_23 
YP_008059513.1,Halovirus HRTV-4,hypothetical protein HRTV4_24 
YP_008059514.1,Halovirus HRTV-4,hypothetical protein HRTV4_25 
YP_008059515.1,Halovirus HRTV-4,hypothetical protein HRTV4_26 
YP_008059516.1,Halovirus HRTV-4,hypothetical protein HRTV4_27 
YP_008059517.1,Halovirus HRTV-4,hypothetical protein HRTV4_28 
YP_008059518.1,Halovirus HRTV-4,hypothetical protein HRTV4_29 
YP_008059519.1,Halovirus HRTV-4,hypothetical protein HRTV4_30 
YP_008059520.1,Halovirus HRTV-4,hypothetical protein HRTV4_31 
YP_008059521.1,Halovirus HRTV-4,hypothetical protein HRTV4_32 
YP_008059522.1,Halovirus HRTV-4,hypothetical protein HRTV4_33 
YP_008059523.1,Halovirus HRTV-4,hypothetical protein HRTV4_34 
YP_008059524.1,Halovirus HRTV-4,hypothetical protein HRTV4_35 
YP_008059525.1,Halovirus HRTV-4,hypothetical protein HRTV4_36 
YP_008059526.1,Halovirus HRTV-4,hypothetical protein HRTV4_37 
YP_008059527.1,Halovirus HRTV-4,hypothetical protein HRTV4_38 
YP_008059528.1,Halovirus HRTV-4,major capsid protein 
YP_008059529.1,Halovirus HRTV-4,HNH protein 
YP_008059530.1,Halovirus HRTV-4,hypothetical protein HRTV4_41 
YP_008059531.1,Halovirus HRTV-4,hypothetical protein HRTV4_42 
YP_008059532.1,Halovirus HRTV-4,hypothetical protein HRTV4_43 
YP_008059533.1,Halovirus HRTV-4,hypothetical protein HRTV4_44 
YP_008059534.1,Halovirus HRTV-4,hypothetical protein HRTV4_45 
YP_008059535.1,Halovirus HRTV-4,hypothetical protein HRTV4_46 
YP_008059536.1,Halovirus HRTV-4,HTH domain protein 
YP_008059537.1,Halovirus HRTV-4,hypothetical protein HRTV4_48 
YP_008059538.1,Halovirus HRTV-4,hypothetical protein HRTV4_49 
YP_008059539.1,Halovirus HRTV-4,hypothetical protein HRTV4_50 
YP_008059540.1,Halovirus HRTV-4,hypothetical protein HRTV4_51 
YP_008059541.1,Halovirus HRTV-4,hypothetical protein HRTV4_52 
YP_008059542.1,Halovirus HRTV-4,hypothetical protein HRTV4_53 
YP_008059543.1,Halovirus HRTV-4,hypothetical protein HRTV4_54 
YP_008059544.1,Halovirus HRTV-4,hypothetical protein HRTV4_55 
YP_008059545.1,Halovirus HRTV-4,hypothetical protein HRTV4_56 
YP_008059546.1,Halovirus HRTV-4,hypothetical protein HRTV4_57 
YP_008059547.1,Halovirus HRTV-4,hypothetical protein HRTV4_58 
YP_008059548.1,Halovirus HRTV-4,hypothetical protein HRTV4_59 
YP_008059549.1,Halovirus HRTV-4,hypothetical protein HRTV4_60 
YP_008059550.1,Halovirus HRTV-4,hypothetical protein HRTV4_61 
YP_008059551.1,Halovirus HRTV-4,hypothetical protein HRTV4_62 
YP_008059552.1,Halovirus HRTV-4,tail tube 
YP_008059553.1,Halovirus HRTV-4,hypothetical protein HRTV4_64 
YP_008059554.1,Halovirus HRTV-4,hypothetical protein HRTV4_65 
YP_008059555.1,Halovirus HRTV-4,hypothetical protein HRTV4_66 
YP_008059556.1,Halovirus HRTV-4,hypothetical protein HRTV4_67 
YP_008059557.1,Halovirus HRTV-4,tape measure 
YP_008059558.1,Halovirus HRTV-4,hypothetical protein HRTV4_69 
YP_008059559.1,Halovirus HRTV-4,hypothetical protein HRTV4_70 
YP_008059560.1,Halovirus HRTV-4,hypothetical protein HRTV4_71 
YP_008059561.1,Halovirus HRTV-4,hypothetical protein HRTV4_72 
YP_008059562.1,Halovirus HRTV-4,RelE 
YP_008059563.1,Halovirus HCTV-1,hypothetical protein DNAM5_1 
YP_008059564.1,Halovirus HCTV-1,hypothetical protein DNAM5_2 
YP_008059565.1,Halovirus HCTV-1,hypothetical protein DNAM5_3 
YP_008059566.1,Halovirus HCTV-1,hypothetical protein DNAM5_4 
YP_008059567.1,Halovirus HCTV-1,hypothetical protein DNAM5_5 
YP_008059568.1,Halovirus HCTV-1,hypothetical protein DNAM5_6 
YP_008059569.1,Halovirus HCTV-1,hypothetical protein DNAM5_7 
YP_008059570.1,Halovirus HCTV-1,hypothetical protein DNAM5_8 
YP_008059571.1,Halovirus HCTV-1,hypothetical protein DNAM5_9 
YP_008059572.1,Halovirus HCTV-1,hypothetical protein DNAM5_10 
YP_008059573.1,Halovirus HCTV-1,hypothetical protein DNAM5_11 
YP_008059574.1,Halovirus HCTV-1,hypothetical protein DNAM5_12 
YP_008059575.1,Halovirus HCTV-1,hypothetical protein DNAM5_13 
YP_008059576.1,Halovirus HCTV-1,hypothetical protein DNAM5_14 
YP_008059577.1,Halovirus HCTV-1,hypothetical protein DNAM5_15 
YP_008059578.1,Halovirus HCTV-1,hypothetical protein DNAM5_16 
YP_008059579.1,Halovirus HCTV-1,hypothetical protein DNAM5_17 
YP_008059580.1,Halovirus HCTV-1,hypothetical protein DNAM5_18 
YP_008059581.1,Halovirus HCTV-1,hypothetical protein DNAM5_19 
YP_008059582.1,Halovirus HCTV-1,hypothetical protein DNAM5_20 
YP_008059583.1,Halovirus HCTV-1,hypothetical protein DNAM5_21 
YP_008059584.1,Halovirus HCTV-1,hypothetical protein DNAM5_22 
YP_008059585.1,Halovirus HCTV-1,hypothetical protein DNAM5_23 
YP_008059586.1,Halovirus HCTV-1,hypothetical protein DNAM5_24 
YP_008059587.1,Halovirus HCTV-1,hypothetical protein DNAM5_25 
YP_008059588.1,Halovirus HCTV-1,ribonucleotide reductase 
YP_008059589.1,Halovirus HCTV-1,hypothetical protein DNAM5_27 
YP_008059590.1,Halovirus HCTV-1,hypothetical protein DNAM5_28 
YP_008059591.1,Halovirus HCTV-1,hypothetical protein DNAM5_29 
YP_008059592.1,Halovirus HCTV-1,hypothetical protein DNAM5_30 
YP_008059593.1,Halovirus HCTV-1,hypothetical protein DNAM5_31 
YP_008059594.1,Halovirus HCTV-1,hypothetical protein DNAM5_32 
YP_008059595.1,Halovirus HCTV-1,hypothetical protein DNAM5_33 
YP_008059596.1,Halovirus HCTV-1,DNA polymerase II small subunit 
YP_008059597.1,Halovirus HCTV-1,hypothetical protein DNAM5_35 
YP_008059598.1,Halovirus HCTV-1,hypothetical protein DNAM5_36 
YP_008059599.1,Halovirus HCTV-1,hypothetical protein DNAM5_37 
YP_008059600.1,Halovirus HCTV-1,thymidylate synthase 
YP_008059601.1,Halovirus HCTV-1,hypothetical protein DNAM5_39 
YP_008059602.1,Halovirus HCTV-1,hypothetical protein DNAM5_40 
YP_008059603.1,Halovirus HCTV-1,hypothetical protein DNAM5_41 
YP_008059604.1,Halovirus HCTV-1,hypothetical protein DNAM5_42 
YP_008059605.1,Halovirus HCTV-1,hypothetical protein DNAM5_43 
YP_008059606.1,Halovirus HCTV-1,hypothetical protein DNAM5_44 
YP_008059607.1,Halovirus HCTV-1,hypothetical protein DNAM5_45 
YP_008059608.1,Halovirus HCTV-1,hypothetical protein DNAM5_46 
YP_008059609.1,Halovirus HCTV-1,RtcB 
YP_008059610.1,Halovirus HCTV-1,Hef nuclease 
YP_008059611.1,Halovirus HCTV-1,hypothetical protein DNAM5_49 
YP_008059612.1,Halovirus HCTV-1,hypothetical protein DNAM5_50 
YP_008059613.1,Halovirus HCTV-1,hypothetical protein DNAM5_51 
YP_008059614.1,Halovirus HCTV-1,hypothetical protein DNAM5_52 
YP_008059615.1,Halovirus HCTV-1,hypothetical protein DNAM5_53 
YP_008059616.1,Halovirus HCTV-1,hypothetical protein DNAM5_54 
YP_008059617.1,Halovirus HCTV-1,hypothetical protein DNAM5_56 
YP_008059618.1,Halovirus HCTV-1,hypothetical protein DNAM5_57 
YP_008059619.1,Halovirus HCTV-1,hypothetical protein DNAM5_58 
YP_008059620.1,Halovirus HCTV-1,hypothetical protein DNAM5_59 
YP_008059621.1,Halovirus HCTV-1,hypothetical protein DNAM5_60 
YP_008059622.1,Halovirus HCTV-1,hypothetical protein DNAM5_61 
YP_008059623.1,Halovirus HCTV-1,hypothetical protein DNAM5_62 
YP_008059624.1,Halovirus HCTV-1,hypothetical protein DNAM5_63 
YP_008059625.1,Halovirus HCTV-1,hypothetical protein DNAM5_64 
YP_008059626.1,Halovirus HCTV-1,GTP cyclohydrolase I 
YP_008059627.1,Halovirus HCTV-1,hypothetical protein DNAM5_66 
YP_008059628.1,Halovirus HCTV-1,hypothetical protein DNAM5_67 
YP_008059629.1,Halovirus HCTV-1,hypothetical protein DNAM5_68 
YP_008059630.1,Halovirus HCTV-1,QueE 
YP_008059631.1,Halovirus HCTV-1,HNH protein 
YP_008059632.1,Halovirus HCTV-1,hypothetical protein DNAM5_71 
YP_008059633.1,Halovirus HCTV-1,hypothetical protein DNAM5_72 
YP_008059634.1,Halovirus HCTV-1,QueD 
YP_008059635.1,Halovirus HCTV-1,QueC 
YP_008059636.1,Halovirus HCTV-1,hypothetical protein DNAM5_75 
YP_008059637.1,Halovirus HCTV-1,QueF 
YP_008059638.1,Halovirus HCTV-1,hypothetical protein DNAM5_77 
YP_008059639.1,Halovirus HCTV-1,hypothetical protein DNAM5_78 
YP_008059640.1,Halovirus HCTV-1,hypothetical protein DNAM5_79 
YP_008059641.1,Halovirus HCTV-1,hypothetical protein DNAM5_80 
YP_008059642.1,Halovirus HCTV-1,hypothetical protein DNAM5_81 
YP_008059643.1,Halovirus HCTV-1,replication factor C large subunit 
YP_008059644.1,Halovirus HCTV-1,hypothetical protein DNAM5_83 
YP_008059645.1,Halovirus HCTV-1,hypothetical protein DNAM5_84 
YP_008059646.1,Halovirus HCTV-1,DNA polymerase elongation subunit (family B) 
YP_008059647.1,Halovirus HCTV-1,hypothetical protein DNAM5_86 
YP_008059648.1,Halovirus HCTV-1,PD-(D/E)XK nuclease 
YP_008059649.1,Halovirus HCTV-1,hypothetical protein DNAM5_88 
YP_008059650.1,Halovirus HCTV-1,hypothetical protein DNAM5_89 
YP_008059651.1,Halovirus HCTV-1,replication factor C small subunit 
YP_008059652.1,Halovirus HCTV-1,hypothetical protein DNAM5_91 
YP_008059653.1,Halovirus HCTV-1,hypothetical protein DNAM5_92 
YP_008059654.1,Halovirus HCTV-1,TMP kinase 
YP_008059655.1,Halovirus HCTV-1,hypothetical protein DNAM5_94 
YP_008059656.1,Halovirus HCTV-1,hypothetical protein DNAM5_95 
YP_008059657.1,Halovirus HCTV-1,hypothetical protein DNAM5_96 
YP_008059658.1,Halovirus HCTV-1,RadA 
YP_008059659.1,Halovirus HCTV-1,hypothetical protein DNAM5_98 
YP_008059660.1,Halovirus HCTV-1,hypothetical protein DNAM5_99 
YP_008059661.1,Halovirus HCTV-1,RadA 
YP_008059662.1,Halovirus HCTV-1,hypothetical protein DNAM5_101 
YP_008059663.1,Halovirus HCTV-1,hypothetical protein DNAM5_102 
YP_008059664.1,Halovirus HCTV-1,hypothetical protein DNAM5_103 
YP_008059665.1,Halovirus HCTV-1,terminase large subunit 
YP_008059666.1,Halovirus HCTV-1,portal protein 
YP_008059667.1,Halovirus HCTV-1,hypothetical protein DNAM5_106 
YP_008059668.1,Halovirus HCTV-1,hypothetical protein DNAM5_107 
YP_008059669.1,Halovirus HCTV-1,gpF-like protein 
YP_008059670.1,Halovirus HCTV-1,zeta toxin domain protein 
YP_008059671.1,Halovirus HCTV-1,hypothetical protein DNAM5_110 
YP_008059672.1,Halovirus HCTV-1,hypothetical protein DNAM5_111 
YP_008059673.1,Halovirus HCTV-1,major capsid protein 
YP_008059674.1,Halovirus HCTV-1,hypothetical protein DNAM5_113 
YP_008059675.1,Halovirus HCTV-1,hypothetical protein DNAM5_114 
YP_008059676.1,Halovirus HCTV-1,hypothetical protein DNAM5_115 
YP_008059677.1,Halovirus HCTV-1,hypothetical protein DNAM5_116 
YP_008059678.1,Halovirus HCTV-1,hypothetical protein DNAM5_117 
YP_008059679.1,Halovirus HCTV-1,hypothetical protein DNAM5_118 
YP_008059680.1,Halovirus HCTV-1,hypothetical protein DNAM5_119 
YP_008059681.1,Halovirus HCTV-1,hypothetical protein DNAM5_120 
YP_008059682.1,Halovirus HCTV-1,hypothetical protein DNAM5_121 
YP_008059683.1,Halovirus HCTV-1,tail assembly chaperone 
YP_008059684.1,Halovirus HCTV-1,tail assembly chaperone 
YP_008059685.1,Halovirus HCTV-1,hypothetical protein DNAM5_124 
YP_008059686.1,Halovirus HCTV-1,hypothetical protein DNAM5_125 
YP_008059687.1,Halovirus HCTV-1,tape measure 
YP_008059688.1,Halovirus HCTV-1,hypothetical protein DNAM5_127 
YP_008059689.1,Halovirus HCTV-1,hypothetical protein DNAM5_128 
YP_008059690.1,Halovirus HCTV-1,hypothetical protein DNAM5_129 
YP_008059691.1,Halovirus HCTV-1,hypothetical protein DNAM5_130 
YP_008059692.1,Halovirus HCTV-1,hypothetical protein DNAM5_131 
YP_008059693.1,Halovirus HCTV-1,hypothetical protein DNAM5_132 
YP_008059694.1,Halovirus HCTV-1,hypothetical protein DNAM5_133 
YP_008059695.1,Halovirus HCTV-1,RNAse HI 
YP_008059696.1,Halovirus HCTV-1,hypothetical protein DNAM5_135 
YP_008059697.1,Halovirus HCTV-1,hypothetical protein DNAM5_136 
YP_008059698.1,Halovirus HCTV-1,hypothetical protein DNAM5_137 
YP_008059699.1,Halovirus HCTV-1,hypothetical protein DNAM5_138 
YP_008059700.1,Halovirus HCTV-1,hypothetical protein DNAM5_139 
YP_008059701.1,Halovirus HCTV-1,hypothetical protein DNAM5_140 
YP_008059702.1,Halovirus HCTV-1,hypothetical protein DNAM5_141 
YP_008059703.1,Halovirus HCTV-1,hypothetical protein DNAM5_142 
YP_008059704.1,Halovirus HCTV-1,hypothetical protein DNAM5_143 
YP_008059705.1,Halovirus HCTV-1,hypothetical protein DNAM5_144 
YP_008059706.1,Halovirus HCTV-1,hypothetical protein DNAM5_145 
YP_008059707.1,Halovirus HCTV-1,trimeric dUTPase 
YP_008059708.1,Halovirus HCTV-1,hypothetical protein DNAM5_147 
YP_008059709.1,Halovirus HCTV-1,hypothetical protein DNAM5_148 
YP_008059710.1,Halovirus HCTV-1,hypothetical protein DNAM5_149 
YP_008059711.1,Halovirus HCTV-1,hypothetical protein DNAM5_150 
YP_008059712.1,Halovirus HCTV-1,hypothetical protein DNAM5_151 
YP_008059713.1,Halovirus HCTV-1,hypothetical protein DNAM5_152 
YP_008059714.1,Halovirus HCTV-1,hypothetical protein DNAM5_153 
YP_008059715.1,Halovirus HCTV-1,hypothetical protein DNAM5_154 
YP_008059716.1,Halovirus HCTV-1,hypothetical protein DNAM5_155 
YP_008059717.1,Halovirus HCTV-1,hypothetical protein DNAM5_156 
YP_008059718.1,Halovirus HCTV-1,hypothetical protein DNAM5_157 
YP_008059719.1,Halovirus HCTV-1,hypothetical protein DNAM5_158 
YP_008059720.1,Halovirus HCTV-1,hypothetical protein DNAM5_159 
YP_008059721.1,Halovirus HCTV-1,hypothetical protein DNAM5_160 
YP_008059722.1,Halovirus HCTV-1,hypothetical protein DNAM5_161 
YP_008059985.1,Halovirus HRTV-7,hypothetical protein HRTV7_1 
YP_008059986.1,Halovirus HRTV-7,hypothetical protein HRTV7_2 
YP_008059987.1,Halovirus HRTV-7,hypothetical protein HRTV7_3 
YP_008059988.1,Halovirus HRTV-7,hypothetical protein HRTV7_4 
YP_008059989.1,Halovirus HRTV-7,hypothetical protein HRTV7_5 
YP_008059990.1,Halovirus HRTV-7,hypothetical protein HRTV7_6 
YP_008059991.1,Halovirus HRTV-7,terminase large subunit 
YP_008059992.1,Halovirus HRTV-7,portal protein 
YP_008059993.1,Halovirus HRTV-7,hypothetical protein HRTV7_9 
YP_008059994.1,Halovirus HRTV-7,prohead protease 
YP_008059995.1,Halovirus HRTV-7,hypothetical protein HRTV7_11 
YP_008059996.1,Halovirus HRTV-7,hypothetical protein HRTV7_12 
YP_008059997.1,Halovirus HRTV-7,major capsid protein 
YP_008059998.1,Halovirus HRTV-7,hypothetical protein HRTV7_14 
YP_008059999.1,Halovirus HRTV-7,hypothetical protein HRTV7_15 
YP_008060000.1,Halovirus HRTV-7,hypothetical protein HRTV7_16 
YP_008060001.1,Halovirus HRTV-7,hypothetical protein HRTV7_17 
YP_008060002.1,Halovirus HRTV-7,hypothetical protein HRTV7_18 
YP_008060003.1,Halovirus HRTV-7,tail tube 
YP_008060004.1,Halovirus HRTV-7,tail sheath 
YP_008060005.1,Halovirus HRTV-7,hypothetical protein HRTV7_21 
YP_008060006.1,Halovirus HRTV-7,hypothetical protein HRTV7_22 
YP_008060007.1,Halovirus HRTV-7,hypothetical protein HRTV7_23 
YP_008060008.1,Halovirus HRTV-7,tape measure 
YP_008060009.1,Halovirus HRTV-7,hypothetical protein HRTV7_25 
YP_008060010.1,Halovirus HRTV-7,hypothetical protein HRTV7_26 
YP_008060011.1,Halovirus HRTV-7,hypothetical protein HRTV7_27 
YP_008060012.1,Halovirus HRTV-7,hypothetical protein HRTV7_28 
YP_008060013.1,Halovirus HRTV-7,hypothetical protein HRTV7_29 
YP_008060014.1,Halovirus HRTV-7,baseplate J-like protein 
YP_008060015.1,Halovirus HRTV-7,hypothetical protein HRTV7_31 
YP_008060016.1,Halovirus HRTV-7,hypothetical protein HRTV7_32 
YP_008060017.1,Halovirus HRTV-7,hypothetical protein HRTV7_33 
YP_008060018.1,Halovirus HRTV-7,hypothetical protein HRTV7_34 
YP_008060019.1,Halovirus HRTV-7,hypothetical protein HRTV7_35 
YP_008060020.1,Halovirus HRTV-7,hypothetical protein HRTV7_36 
YP_008060021.1,Halovirus HRTV-7,hypothetical protein HRTV7_37 
YP_008060022.1,Halovirus HRTV-7,hypothetical protein HRTV7_38 
YP_008060023.1,Halovirus HRTV-7,thymidylate synthase 
YP_008060024.1,Halovirus HRTV-7,hypothetical protein HRTV7_40 
YP_008060025.1,Halovirus HRTV-7,hypothetical protein HRTV7_41 
YP_008060026.1,Halovirus HRTV-7,DNA polymerase elongation subunit (family B) 
YP_008060027.1,Halovirus HRTV-7,hypothetical protein HRTV7_43 
YP_008060028.1,Halovirus HRTV-7,hypothetical protein HRTV7_44 
YP_008060029.1,Halovirus HRTV-7,hypothetical protein HRTV7_45 
YP_008060030.1,Halovirus HRTV-7,hypothetical protein HRTV7_46 
YP_008060031.1,Halovirus HRTV-7,hypothetical protein HRTV7_47 
YP_008060032.1,Halovirus HRTV-7,Ser/Thr and Tyr protein phosphatase 
YP_008060033.1,Halovirus HRTV-7,hypothetical protein HRTV7_49 
YP_008060034.1,Halovirus HRTV-7,HNH protein 
YP_008060035.1,Halovirus HRTV-7,PD-(D/E)XK nuclease 
YP_008060036.1,Halovirus HRTV-7,hypothetical protein HRTV7_52 
YP_008060037.1,Halovirus HRTV-7,hypothetical protein HRTV7_53 
YP_008060038.1,Halovirus HRTV-7,hypothetical protein HRTV7_54 
YP_008060039.1,Halovirus HRTV-7,hypothetical protein HRTV7_55 
YP_008060040.1,Halovirus HRTV-7,hypothetical protein HRTV7_56 
YP_008060041.1,Halovirus HRTV-7,hypothetical protein HRTV7_57 
YP_008060042.1,Halovirus HRTV-7,hypothetical protein HRTV7_58 
YP_008060043.1,Halovirus HRTV-7,hypothetical protein HRTV7_59 
YP_008060044.1,Halovirus HRTV-7,DNA polymerase II small subunit 
YP_008060045.1,Halovirus HRTV-7,hypothetical protein HRTV7_61 
YP_008060046.1,Halovirus HRTV-7,hypothetical protein HRTV7_62 
YP_008060047.1,Halovirus HRTV-7,hypothetical protein HRTV7_63 
YP_008060048.1,Halovirus HRTV-7,hypothetical protein HRTV7_64 
YP_008060049.1,Halovirus HRTV-7,hypothetical protein HRTV7_65 
YP_008060050.1,Halovirus HRTV-7,hypothetical protein HRTV7_66 
YP_008060051.1,Halovirus HRTV-7,hypothetical protein HRTV7_67 
YP_008060052.1,Halovirus HRTV-7,hypothetical protein HRTV7_69 
YP_008060053.1,Halovirus HRTV-7,hypothetical protein HRTV7_70 
YP_008060054.1,Halovirus HRTV-7,hypothetical protein HRTV7_71 
YP_008060055.1,Halovirus HRTV-7,ERCC4-type nuclease 
YP_008060056.1,Halovirus HRTV-7,integrase 
YP_008060057.1,Halovirus HRTV-7,hypothetical protein HRTV7_74 
YP_008060058.1,Halovirus HRTV-7,hypothetical protein HRTV7_75 
YP_008060059.1,Halovirus HRTV-7,hypothetical protein HRTV7_76 
YP_008060060.1,Halovirus HRTV-7,hypothetical protein HRTV7_77 
YP_008060061.1,Halovirus HRTV-7,hypothetical protein HRTV7_78 
YP_008060062.1,Halovirus HRTV-7,hypothetical protein HRTV7_79 
YP_008060063.1,Halovirus HRTV-7,hypothetical protein HRTV7_80 
YP_008060064.1,Halovirus HRTV-7,hypothetical protein HRTV7_81 
YP_008060065.1,Halovirus HRTV-7,hypothetical protein HRTV7_82 
YP_008060066.1,Halovirus HRTV-7,hypothetical protein HRTV7_83 
YP_008060067.1,Halovirus HRTV-7,hypothetical protein HRTV7_84 
YP_008060068.1,Halovirus HRTV-7,LAGLIDADG endonuclease 
YP_008060069.1,Halovirus HRTV-7,hypothetical protein HRTV7_86 
YP_008060070.1,Halovirus HRTV-7,hypothetical protein HRTV7_87 
YP_008060071.1,Halovirus HRTV-7,hypothetical protein HRTV7_88 
YP_008060072.1,Halovirus HRTV-7,hypothetical protein HRTV7_89 
YP_008060073.1,Halovirus HRTV-7,hypothetical protein HRTV7_90 
YP_008060074.1,Halovirus HRTV-7,hypothetical protein HRTV7_91 
YP_008060075.1,Halovirus HRTV-7,hypothetical protein HRTV7_92 
YP_008060076.1,Halovirus HRTV-7,hypothetical protein HRTV7_93 
YP_008060077.1,Halovirus HRTV-7,hypothetical protein HRTV7_94 
YP_008060078.1,Halovirus HRTV-7,hypothetical protein HRTV7_95 
YP_008060079.1,Halovirus HRTV-7,hypothetical protein HRTV7_96 
YP_008060080.1,Halovirus HRTV-7,hypothetical protein HRTV7_97 
YP_008060081.1,Halovirus HRTV-7,hypothetical protein HRTV7_98 
YP_008060082.1,Halovirus HRTV-7,hypothetical protein HRTV7_99 
YP_008060083.1,Halovirus HRTV-7,hypothetical protein HRTV7_100 
YP_008060084.1,Halovirus HRTV-7,hypothetical protein HRTV7_101 
YP_008060085.1,Halovirus HRTV-7,hypothetical protein HRTV7_102 
YP_008060086.1,Halovirus HRTV-7,hypothetical protein HRTV7_103 
YP_008060087.1,Halovirus HRTV-7,hypothetical protein HRTV7_104 
YP_008060088.1,Halovirus HRTV-7,hypothetical protein HRTV7_105 
YP_008060089.1,Halovirus HRTV-7,hypothetical protein HRTV7_106 
YP_008060310.1,Halovirus HHTV-2,hypothetical protein HHTV2_1 
YP_008060311.1,Halovirus HHTV-2,hypothetical protein HHTV2_2 
YP_008060312.1,Halovirus HHTV-2,hypothetical protein HHTV2_3 
YP_008060313.1,Halovirus HHTV-2,hypothetical protein HHTV2_4 
YP_008060314.1,Halovirus HHTV-2,hypothetical protein HHTV2_5 
YP_008060315.1,Halovirus HHTV-2,hypothetical protein HHTV2_6 
YP_008060316.1,Halovirus HHTV-2,hypothetical protein HHTV2_7 
YP_008060317.1,Halovirus HHTV-2,hypothetical protein HHTV2_8 
YP_008060318.1,Halovirus HHTV-2,hypothetical protein HHTV2_9 
YP_008060319.1,Halovirus HHTV-2,hypothetical protein HHTV2_10 
YP_008060320.1,Halovirus HHTV-2,hypothetical protein HHTV2_11 
YP_008060321.1,Halovirus HHTV-2,hypothetical protein HHTV2_12 
YP_008060322.1,Halovirus HHTV-2,hypothetical protein HHTV2_13 
YP_008060323.1,Halovirus HHTV-2,hypothetical protein HHTV2_14 
YP_008060324.1,Halovirus HHTV-2,hypothetical protein HHTV2_15 
