Organism/Name,origin,order,family,genus
Gordonia phage Emalyn,RefSeq-85,,,
Gordonia phage Eyre,RefSeq-85,,,
Gordonia phage GAL1,RefSeq-85,,,
Gordonia phage GMA1,RefSeq-85,,,
Gordonia phage GMA3,RefSeq-85,Caudovirales,Podoviridae,
Gordonia phage GMA4,RefSeq-85,,,
Gordonia phage GMA5,RefSeq-85,,,
Gordonia phage GMA6,RefSeq-85,,,
Gordonia phage GMA7,RefSeq-85,Caudovirales,Podoviridae,
Gordonia phage GRU1,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GRU3,RefSeq-85,,,
Gordonia phage GTE2,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GTE5,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GTE6,RefSeq-85,Caudovirales,Podoviridae,
Gordonia phage GTE7,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GTE8,RefSeq-85,Caudovirales,Podoviridae,
Gordonia phage Ghobes,RefSeq-85,,,
Gordonia phage Gmala1,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GordDuk1,RefSeq-85,Caudovirales,Siphoviridae,
Gordonia phage GordTnk2,RefSeq-85,Caudovirales,Siphoviridae,Gordtnkvirus
Gordonia phage Gsput1,RefSeq-85,,,
Gordonia phage Guacamole,RefSeq-85,,,
Gordonia phage Hedwig,RefSeq-85,,,
Gordonia phage Hotorobo,RefSeq-85,Caudovirales,Siphoviridae,Woesvirus
Gordonia phage JSwag,RefSeq-85,,,
Gordonia phage Jumbo,RefSeq-85,,,
Gordonia phage KatherineG,RefSeq-85,,,
Gordonia phage Kita,RefSeq-85,Caudovirales,Siphoviridae,Nymphadoravirus
Gordonia phage Kvothe,RefSeq-85,Caudovirales,Siphoviridae,Demosthenesvirus
Gordonia phage Lucky10,RefSeq-85,,,
Gordonia phage McGonagall,RefSeq-85,,,
Gordonia phage Monty,RefSeq-85,Caudovirales,Siphoviridae,Woesvirus
Gordonia phage Nyceirae,RefSeq-85,,,
Gordonia phage Nymphadora,RefSeq-85,Caudovirales,Siphoviridae,Nymphadoravirus
Gordonia phage Obliviate,RefSeq-85,,,
Gordonia phage OneUp,RefSeq-85,Caudovirales,Siphoviridae,Smoothievirus
Gordonia phage Orchid,RefSeq-85,,,
Gordonia phage Phinally,RefSeq-85,,,
Gordonia phage Remus,RefSeq-85,,,
Gordonia phage Rosalind,RefSeq-85,,,
Gordonia phage Schwabeltier,RefSeq-85,,,
Gordonia phage Smoothie,RefSeq-85,Caudovirales,Siphoviridae,Smoothievirus
Gordonia phage SoilAssassin,RefSeq-85,,,
Gordonia phage Soups,RefSeq-85,Caudovirales,Siphoviridae,Soupsvirus
Gordonia phage Splinter,RefSeq-85,Caudovirales,Siphoviridae,Vendettavirus
Gordonia phage Terapin,RefSeq-85,,,
Gordonia phage Twister6,RefSeq-85,Caudovirales,Siphoviridae,Wizardvirus
Gordonia phage UmaThurman,RefSeq-85,,,
Gordonia phage Utz,RefSeq-85,,,
Gordonia phage Vendetta,RefSeq-85,Caudovirales,Siphoviridae,Vendettavirus
Gordonia phage Vivi2,RefSeq-85,,,
Gordonia phage Wizard,RefSeq-85,Caudovirales,Siphoviridae,Wizardvirus
Gordonia phage Woes,RefSeq-85,Caudovirales,Siphoviridae,Woesvirus
Gordonia phage Yeezy,RefSeq-85,Caudovirales,Siphoviridae,Baxtervirus
Gordonia phage Yvonnetastic,RefSeq-85,,,
Gordonia phage Zirinka,RefSeq-85,Caudovirales,Siphoviridae,Nymphadoravirus
Guinea pig Chlamydia phage,RefSeq-85,,Microviridae,Chlamydiamicrovirus
Haemophilus phage Aaphi23,RefSeq-85,Caudovirales,Myoviridae,
Haemophilus phage HP1,RefSeq-85,Caudovirales,Myoviridae,Hp1virus
Haemophilus phage HP2,RefSeq-85,Caudovirales,Myoviridae,Hp1virus
Haemophilus phage SuMu,RefSeq-85,Caudovirales,Myoviridae,
Haloarcula californiae icosahedral virus 1,RefSeq-85,,Sphaerolipoviridae,Alphasphaerolipovirus
Haloarcula hispanica icosahedral virus 2,RefSeq-85,,Sphaerolipoviridae,Alphasphaerolipovirus
Haloarcula hispanica pleomorphic virus 1,RefSeq-85,,Pleolipoviridae,Alphapleolipovirus
Haloarcula hispanica pleomorphic virus 2,RefSeq-85,,Pleolipoviridae,Alphapleolipovirus
Haloarcula hispanica virus PH1,RefSeq-85,,Sphaerolipoviridae,Alphasphaerolipovirus
Haloarcula hispanica virus SH1,RefSeq-85,,Sphaerolipoviridae,Alphasphaerolipovirus
Halocynthia phage JM-2012,RefSeq-85,Caudovirales,Myoviridae,
Halogeometricum pleomorphic virus 1,RefSeq-85,,Pleolipoviridae,Betapleolipovirus
Halomonas phage phiHAP-1,RefSeq-85,Caudovirales,Myoviridae,Hapunavirus
Halorubrum phage CGphi46,RefSeq-85,,,
Halorubrum phage HF2,RefSeq-85,,Myoviridae,
Halorubrum pleomorphic virus 1,RefSeq-85,,Pleolipoviridae,Alphapleolipovirus
Halorubrum pleomorphic virus 2,RefSeq-85,,Pleolipoviridae,Alphapleolipovirus
Halorubrum pleomorphic virus 3,RefSeq-85,,Pleolipoviridae,Betapleolipovirus
Halorubrum pleomorphic virus 6,RefSeq-85,,Pleolipoviridae,Alphapleolipovirus
Halovirus HCTV-1,RefSeq-85,,Siphoviridae,
Halovirus HCTV-2,RefSeq-85,,,
Halovirus HCTV-5,RefSeq-85,,Siphoviridae,
Halovirus HF1,RefSeq-85,,Myoviridae,
Halovirus HGTV-1,RefSeq-85,,,
Halovirus HHTV-1,RefSeq-85,,,
Halovirus HHTV-2,RefSeq-85,,,
Halovirus HRTV-4,RefSeq-85,,,
Halovirus HRTV-5,RefSeq-85,,,
Halovirus HRTV-7,RefSeq-85,,,
Halovirus HRTV-8,RefSeq-85,,,
Halovirus HSTV-1,RefSeq-85,,Siphoviridae,
Halovirus HSTV-2,RefSeq-85,,Myoviridae,
Halovirus HVTV-1,RefSeq-85,,Siphoviridae,
Halovirus VNH-1,RefSeq-85,,,
Hamiltonella virus APSE1,RefSeq-85,Caudovirales,Podoviridae,
Helicobacter phage 1961P,RefSeq-85,Caudovirales,Podoviridae,Una961virus
Helicobacter phage KHP30,RefSeq-85,Caudovirales,Podoviridae,Una961virus
Helicobacter phage KHP40,RefSeq-85,Caudovirales,Podoviridae,Una961virus
Helicobacter phage phiHP33,RefSeq-85,Caudovirales,Siphoviridae,
His 1 virus,RefSeq-85,,,Salterprovirus
His2 virus,RefSeq-85,,Pleolipoviridae,Gammapleolipovirus
Hydrogenobaculum phage 1,RefSeq-85,,,
Hyperthermophilic Archaeal Virus 1,RefSeq-85,,,
Hyperthermophilic Archaeal Virus 2,RefSeq-85,,,
Idiomarinaceae phage 1N2-2,RefSeq-85,,,
Idiomarinaceae phage Phi1M2-2,RefSeq-85,Caudovirales,Siphoviridae,
Iodobacteriophage phiPLPE,RefSeq-85,Caudovirales,Myoviridae,
Klebsiella phage 0507-KN2-1,RefSeq-85,Caudovirales,Ackermannviridae,
Klebsiella phage 1513,RefSeq-85,Caudovirales,Siphoviridae,Kp36virus
Klebsiella phage F19,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage JD001,RefSeq-85,Caudovirales,Myoviridae,
Klebsiella phage JD18,RefSeq-85,Caudovirales,Myoviridae,Jd18virus
Klebsiella phage K11,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
Klebsiella phage K5,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
Klebsiella phage K64-1,RefSeq-85,Caudovirales,Myoviridae,
Klebsiella phage KLPN1,RefSeq-85,Caudovirales,Siphoviridae,Kp36virus
Klebsiella phage KP15,RefSeq-85,Caudovirales,Myoviridae,Kp15virus
Klebsiella phage KP27,RefSeq-85,Caudovirales,Myoviridae,Kp15virus
Klebsiella phage KP32,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
Klebsiella phage KP34,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage KP36,RefSeq-85,Caudovirales,Siphoviridae,Kp36virus
Klebsiella phage Kp2,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage KpV41,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage KpV475,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage KpV71,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage Matisse,RefSeq-85,Caudovirales,Myoviridae,Kp15virus
Klebsiella phage NTUH-K2044-K1-1,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage PKO111,RefSeq-85,Caudovirales,Myoviridae,Jd18virus
Klebsiella phage PKP126,RefSeq-85,Caudovirales,Siphoviridae,Kp36virus
Klebsiella phage Sushi,RefSeq-85,Caudovirales,Siphoviridae,Kp36virus
Klebsiella phage phiKO2,RefSeq-85,Caudovirales,Siphoviridae,
Klebsiella phage vB_Kp1,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
Klebsiella phage vB_KpnM_KB57,RefSeq-85,Caudovirales,Myoviridae,
Klebsiella phage vB_KpnM_KpV477,RefSeq-85,,,
Klebsiella phage vB_KpnP_KpV289,RefSeq-85,Caudovirales,Podoviridae,Kp32virus
Klebsiella phage vB_KpnP_SU503,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Klebsiella phage vB_KpnP_SU552A,RefSeq-85,Caudovirales,Podoviridae,Kp34virus
Kluyvera phage Kvp1,RefSeq-85,Caudovirales,Podoviridae,T7virus
Lactobacillus phage A2,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage CL1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage CL2,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage J-1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage JCL1032,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage KC5a,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus phage LBR48,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus phage LF1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage LL-H,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage Lc-Nu,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage Ld17,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus phage Ld25A,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus phage Ld3,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus phage Ldl1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage LfeInf,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus phage LfeSau,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage Lrm1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage Lv-1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage PL-1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage PLE2,RefSeq-85,,,
Lactobacillus phage PLE3,RefSeq-85,,,
Lactobacillus phage Sha1,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage iA2,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage iLp1308,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage iLp84,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage phi jlb1,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus phage phiAQ113,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus phage phiAT3,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage phiJB,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage phiLdb,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus phage phiPYB5,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage phiadh,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus phage phig1e,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus prophage Lj771,RefSeq-85,,,
Lactobacillus prophage Lj928,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus prophage Lj965,RefSeq-85,Caudovirales,Siphoviridae,
Lactobacillus virus ATCC8014,RefSeq-85,Caudovirales,Siphoviridae,Phijl1virus
Lactobacillus virus LLKu,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus virus LP65,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus virus Lb338-1,RefSeq-85,Caudovirales,Myoviridae,
Lactobacillus virus c5,RefSeq-85,Caudovirales,Siphoviridae,C5virus
Lactobacillus virus phiJL1,RefSeq-85,Caudovirales,Siphoviridae,Phijl1virus
Lactoccocus phage WP-2,RefSeq-85,Caudovirales,Podoviridae,
Lactococcus phage 1358,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage 1706,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage 28201,RefSeq-85,,,
Lactococcus phage 340,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage 50101,RefSeq-85,,,
Lactococcus phage 63301,RefSeq-85,,,
Lactococcus phage 949,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage 98201,RefSeq-85,,,
Lactococcus phage BK5-T,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage BM13,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage D4410,RefSeq-85,,,
Lactococcus phage D4412,RefSeq-85,,,
Lactococcus phage GE1,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage M5938,RefSeq-85,,,
Lactococcus phage M6162,RefSeq-85,,,
Lactococcus phage M6165,RefSeq-85,,,
Lactococcus phage P078,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P087,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P092,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P118,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P162,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P335 sensu lato,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage P680,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage PLgT-1,RefSeq-85,,,
Lactococcus phage Q54,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage TP901-1,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage Tuc2009,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage WRP3,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage asccphi28,RefSeq-85,Caudovirales,Podoviridae,
Lactococcus phage bIL285,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage bIL286,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage bIL309,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage bIL310,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage bIL311,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage bIL312,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage jm2,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage jm3,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage phi7,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage phiL47,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage phiLC3,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage r1t,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus phage ul36,RefSeq-85,Caudovirales,Siphoviridae,
Lactococcus virus 712,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus ASCC191,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus Bibb29,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus CB13,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus CB14,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus KSY1,RefSeq-85,Caudovirales,Podoviridae,
Lactococcus virus P008,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus Sl4,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus bIL170,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus bIL67,RefSeq-85,Caudovirales,Siphoviridae,C2virus
Lactococcus virus c2,RefSeq-85,Caudovirales,Siphoviridae,C2virus
Lactococcus virus jj50,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lactococcus virus sk1,RefSeq-85,Caudovirales,Siphoviridae,Sk1virus
Lelliottia phage phD2B,RefSeq-85,Caudovirales,Podoviridae,
Leuconostoc phage 1-A4,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Leuconostoc phage Lmd1,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage Ln-8,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Leuconostoc phage Ln-9,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Leuconostoc phage P793,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage phiLN03,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage phiLN04,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage phiLN12,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage phiLN25,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Leuconostoc phage phiLN34,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Leuconostoc phage phiLN6B,RefSeq-85,Caudovirales,Siphoviridae,Lmd1virus
Leuconostoc phage phiLNTR2,RefSeq-85,Caudovirales,Siphoviridae,
Leuconostoc phage phiLNTR3,RefSeq-85,Caudovirales,Siphoviridae,Una4virus
Liberibacter phage SC1,RefSeq-85,Caudovirales,Podoviridae,
Liberibacter phage SC2,RefSeq-85,Caudovirales,Podoviridae,
Listeria phage 2389,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage A006,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage A118,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage A500,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage B025,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage B054,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage LMSP-25,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage LMTA-148,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage LP-026,RefSeq-85,Caudovirales,Siphoviridae,P70virus
Listeria phage LP-030-2,RefSeq-85,Caudovirales,Siphoviridae,Psavirus
Listeria phage LP-030-3,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage LP-037,RefSeq-85,Caudovirales,Siphoviridae,P70virus
Listeria phage LP-048,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage LP-083-2,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage LP-101,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage LP-110,RefSeq-85,Caudovirales,Siphoviridae,P70virus
Listeria phage LP-114,RefSeq-85,Caudovirales,Siphoviridae,P70virus
Listeria phage LP-125,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage List-36,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage P35,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage P40,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage P70,RefSeq-85,Caudovirales,Siphoviridae,P70virus
Listeria phage WIL-1,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage vB_LmoM_AG20,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listeria phage vB_LmoS_188,RefSeq-85,Caudovirales,Siphoviridae,
Listeria phage vB_LmoS_293,RefSeq-85,Caudovirales,Siphoviridae,
Listeria virus A511,RefSeq-85,Caudovirales,Myoviridae,P100virus
Listonella phage phiHSIC,RefSeq-85,Caudovirales,Siphoviridae,
Loktanella phage pCB2051-A,RefSeq-85,,,
Mannheimia phage phiMHaA1,RefSeq-85,Caudovirales,Myoviridae,P2virus
Mannheimia phage vB_MhM_3927AP2,RefSeq-85,Caudovirales,Myoviridae,
Mannheimia phage vB_MhM_587AP1,RefSeq-85,Caudovirales,Myoviridae,
Mannheimia phage vB_MhS_1152AP2,RefSeq-85,Caudovirales,Siphoviridae,
Mannheimia phage vB_MhS_535AP2,RefSeq-85,Caudovirales,Siphoviridae,
Mannheimia phage vB_MhS_587AP2,RefSeq-85,Caudovirales,Siphoviridae,
Marine gokushovirus,RefSeq-85,,Microviridae,
Marinomonas phage P12026,RefSeq-85,,,
Mesorhizobium phage vB_MloP_Lo5R7ANS,RefSeq-85,Caudovirales,Podoviridae,
Metallosphaera turreted icosahedral virus,RefSeq-85,,,
Methanobacterium phage psiM2,RefSeq-85,Caudovirales,Siphoviridae,
Methanothermobacter phage psiM100,RefSeq-85,Caudovirales,Siphoviridae,
Microbacterium phage Min1,RefSeq-85,Caudovirales,Siphoviridae,
Microbacterium phage vB_MoxS-ISF9,RefSeq-85,Caudovirales,Siphoviridae,
Microcystis aeruginosa phage Ma-LMM01,RefSeq-85,Caudovirales,Myoviridae,
Microcystis phage MaMV-DC,RefSeq-85,Caudovirales,Myoviridae,
Microviridae Bog1249_12,RefSeq-85,,Microviridae,
Microviridae Bog5275_51,RefSeq-85,,Microviridae,
Microviridae Bog9017_22,RefSeq-85,,Microviridae,
Microviridae Fen2266_11,RefSeq-85,,Microviridae,
Microviridae Fen418_41,RefSeq-85,,Microviridae,
Microviridae Fen4707_41,RefSeq-85,,Microviridae,
Microviridae Fen685_11,RefSeq-85,,Microviridae,
Microviridae Fen7786_21,RefSeq-85,,Microviridae,
Microviridae Fen7895_21,RefSeq-85,,Microviridae,
Microviridae Fen7918_21,RefSeq-85,,Microviridae,
Microviridae Fen7940_21,RefSeq-85,,Microviridae,
Microviridae IME-16,RefSeq-85,,Microviridae,
Microviridae phi-CA82,RefSeq-85,,Microviridae,
Morganella phage MmP1,RefSeq-85,Caudovirales,Podoviridae,
Morganella phage vB_MmoM_MP1,RefSeq-85,,,
Morganella phage vB_MmoP_MP2,RefSeq-85,,,
Mycobacterium phage 20ES,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage 32HC,RefSeq-85,Caudovirales,Siphoviridae,Trigintaduovirus
Mycobacterium phage 39HC,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage 40AC,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Abrogate,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Adawi,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
Mycobacterium phage Adler,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Adzzy,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Aeneas,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Akoma,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Alice,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage Alsfro,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Alvin,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Angel,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage AnnaL29,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Anubis,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Apizium,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
Mycobacterium phage ArcherNM,RefSeq-85,,,
Mycobacterium phage ArcherS7,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage Archie,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Ariel,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Artemis2UCLA,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Astraea,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage BTCU-1,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Bactobuster,RefSeq-85,,,
Mycobacterium phage Badfish,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
Mycobacterium phage Baee,RefSeq-85,Caudovirales,Siphoviridae,Acadianvirus
Mycobacterium phage Bane1,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
Mycobacterium phage Barnyard,RefSeq-85,Caudovirales,Siphoviridae,Barnyardvirus
Mycobacterium phage BarrelRoll,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Barriga,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage BellusTerra,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Bernal13,RefSeq-85,Caudovirales,Siphoviridae,Bernal13virus
Mycobacterium phage Bernardo,RefSeq-85,Caudovirales,Siphoviridae,Pipefishvirus
Mycobacterium phage BigNuz,RefSeq-85,Caudovirales,Siphoviridae,Bignuzvirus
Mycobacterium phage Bipolar,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Bipper,RefSeq-85,,,
Mycobacterium phage Blue7,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Bobi,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Breeniome,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage Brocalys,RefSeq-85,,,
Mycobacterium phage BrownCNA,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
Mycobacterium phage Bruin,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Brusacoram,RefSeq-85,Caudovirales,Siphoviridae,Fishburnevirus
Mycobacterium phage Butters,RefSeq-85,Caudovirales,Siphoviridae,Buttersvirus
Mycobacterium phage BuzzLyseyear,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Bxz1,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage CASbig,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage CRB1,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Cabrinians,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Cali,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage Cambiare,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage CaptainTrips,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Carcharodon,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Catalina,RefSeq-85,,,
Mycobacterium phage Catdawg,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Catera,RefSeq-85,Caudovirales,Myoviridae,Bxz1virus
Mycobacterium phage Cerasum,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Chadwick,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Charlie,RefSeq-85,Caudovirales,Siphoviridae,Charlievirus
Mycobacterium phage Cheetobro,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Chy4,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Chy5,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage CloudWang3,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Colbert,RefSeq-85,Caudovirales,Siphoviridae,Pg1virus
Mycobacterium phage Conspiracy,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Contagion,RefSeq-85,Caudovirales,Siphoviridae,
Mycobacterium phage Cooper,RefSeq-85,Caudovirales,Siphoviridae,Coopervirus
