protein_id,contig_id,keywords
NP_046959.1,Methanobacterium phage psiM2,hypothetical protein psiM2p05
NP_046960.1,Methanobacterium phage psiM2,hypothetical protein psiM2p06
NP_046961.1,Methanobacterium phage psiM2,hypothetical protein psiM2p07
NP_046962.1,Methanobacterium phage psiM2,hypothetical protein psiM2p08
NP_046963.1,Methanobacterium phage psiM2,small terminase subunit
NP_046974.1,Methanobacterium phage psiM2,hypothetical protein psiM2p20
NP_046956.1,Methanobacterium phage psiM2,hypothetical protein psiM2p01
NP_046966.1,Methanobacterium phage psiM2,hypothetical protein psiM2p12
NP_046967.1,Methanobacterium phage psiM2,structural protein
NP_046968.1,Methanobacterium phage psiM2,structural protein
NP_046969.1,Methanobacterium phage psiM2,hypothetical protein psiM2p15
NP_046970.1,Methanobacterium phage psiM2,hypothetical protein psiM2p16
NP_046971.1,Methanobacterium phage psiM2,hypothetical protein psiM2p17
NP_046972.1,Methanobacterium phage psiM2,hypothetical protein psiM2p18
NP_046965.1,Methanobacterium phage psiM2,portal protein
NP_071822.1,Methanothermobacter phage psiM100,major capsid protein
NP_071823.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p22
NP_071824.1,Methanothermobacter phage psiM100,head closure protein
NP_071825.1,Methanothermobacter phage psiM100,HK97 gp10 family protein
NP_071826.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p25
NP_071827.1,Methanothermobacter phage psiM100,putative structural protein
NP_071828.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p27
NP_071832.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p31
NP_071830.1,Methanothermobacter phage psiM100,putative tail protein
NP_071831.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p30
NP_071834.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p33
NP_071835.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p34
NP_071836.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p35
NP_071837.1,Methanothermobacter phage psiM100,PeiW
NP_071821.1,Methanothermobacter phage psiM100,XkdF-like putative serine protease domain-containing protein
NP_071829.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p28
NP_071820.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p19
NP_071833.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p32
NP_071818.1,Methanothermobacter phage psiM100,terminase large subunit
NP_071803.1,Methanothermobacter phage psiM100,site-specific integrase
NP_071804.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p03
NP_071805.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p04
NP_071806.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p05
NP_071807.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p06
NP_071808.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p07
NP_071819.1,Methanothermobacter phage psiM100,portal protein
NP_071809.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p08
NP_071811.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p10
NP_071812.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p11
NP_071813.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p12
NP_071814.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p13
NP_071815.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p14
NP_071816.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p15
NP_071817.1,Methanothermobacter phage psiM100,putative small terminase subunit
NP_071810.1,Methanothermobacter phage psiM100,hypothetical protein psiM100p09
NP_665978.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p61
NP_665979.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p62
NP_665980.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p63
NP_665984.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p67
NP_665982.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p65
NP_665983.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p66
NP_665977.1,Natrialba phage PhiCh1,DNA polymerase sliding clamp
NP_665981.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p64
NP_665976.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p59
NP_665968.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p51
NP_665974.1,Natrialba phage PhiCh1,helix-turn-helix transcriptional regulator
NP_665973.1,Natrialba phage PhiCh1,putative immunity protein
NP_665972.1,Natrialba phage PhiCh1,plasmid replication protein RepH
NP_665971.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p54
NP_665970.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p53
NP_665969.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p52
NP_665985.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p68
NP_665967.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p50
NP_665966.1,Natrialba phage PhiCh1,Rep
NP_665975.1,Natrialba phage PhiCh1,HNH endonuclease
NP_665986.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p69
NP_665994.1,Natrialba phage PhiCh1,putative one transmembrane helix protein
NP_665988.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p71
NP_665965.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p48
NP_666007.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p90
NP_666006.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p89
NP_666005.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p88
NP_666004.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p87
NP_666003.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p86
NP_666002.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p85
NP_666001.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p84
NP_666000.1,Natrialba phage PhiCh1,site-specific DNA-methyltransferase
NP_665987.1,Natrialba phage PhiCh1,Gp37/Gp68 family protein
NP_665999.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p82
NP_665997.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p80
NP_665996.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p79
NP_665995.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p78
NP_665993.1,Natrialba phage PhiCh1,ASCH domain-containing protein
NP_665992.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p75
NP_665991.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p74
NP_665990.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p73
NP_665989.1,Natrialba phage PhiCh1,DUF4326 domain-containing protein
NP_666008.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p91
NP_665998.1,Natrialba phage PhiCh1,DNA cytosine methyltransferase
NP_665964.1,Natrialba phage PhiCh1,ParA family protein
NP_665937.1,Natrialba phage PhiCh1,tail tube protein
NP_665962.1,Natrialba phage PhiCh1,PIN domain-containing protein
NP_665936.1,Natrialba phage PhiCh1,tail sheath protein
NP_665935.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p18
NP_665934.1,Natrialba phage PhiCh1,virion morphogenesis protein
NP_665933.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p16
NP_665932.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p15
NP_665931.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p14
NP_665930.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p13
NP_665929.1,Natrialba phage PhiCh1,major capsid protein
NP_665928.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p11
NP_665938.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p21
NP_665927.1,Natrialba phage PhiCh1,capsid protein gpB
NP_665925.1,Natrialba phage PhiCh1,head morphogenesis protein SPP1 gp7
NP_665924.1,Natrialba phage PhiCh1,portal protein
NP_665923.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p06
NP_665922.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p05
NP_665921.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p04
NP_665920.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p03
NP_665919.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p02
NP_665918.1,Natrialba phage PhiCh1,HNH endonuclease
NP_666009.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p92
NP_665926.1,Natrialba phage PhiCh1,capsid protein gpD
NP_665963.1,Natrialba phage PhiCh1,tyrosine-type recombinase/integrase
NP_665939.1,Natrialba phage PhiCh1,helix-turn-helix domain-containing protein
NP_665941.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p24
NP_665961.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p44
NP_665960.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p43
NP_665959.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p42
NP_665958.1,Natrialba phage PhiCh1,putative glutaminase
NP_665957.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p40
NP_665956.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p39
NP_665955.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p38
NP_665954.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p37
NP_665953.1,Natrialba phage PhiCh1,site-specific integrase
NP_665940.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p23
NP_665952.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p35
NP_665950.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p33
NP_665949.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p32
NP_665948.1,Natrialba phage PhiCh1,baseplate J/gp47 family protein
NP_665947.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p30
NP_665946.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p29
NP_665945.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p28
NP_665944.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p27
NP_665943.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p26
NP_665942.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p25
NP_665951.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p34
NP_666010.1,Natrialba phage PhiCh1,putative one transmembrane helix protein
YP_010078058.1,Natrialba phage PhiCh1,baseplate J/gp47 family protein
NP_666012.1,Natrialba phage PhiCh1,ParB N-terminal domain-containing protein
YP_010078100.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp70
YP_010078099.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078098.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp68
YP_010078097.1,Natrialba phage PhiCh1,DUF4326 domain-containing protein
YP_010078096.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp66
YP_010078095.1,Natrialba phage PhiCh1,Gp37/Gp68 family protein
YP_010078094.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp64
YP_010078093.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078092.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp62
YP_010078091.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp61
YP_010078090.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp60
YP_010078089.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp59
YP_010078088.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp58
YP_010078087.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp57
YP_010078086.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp56
YP_010078085.1,Natrialba phage PhiCh1,DNA polymerase sliding clamp
YP_010078084.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp54
YP_010078083.1,Natrialba phage PhiCh1,HNH endonuclease
YP_010078082.1,Natrialba phage PhiCh1,helix-turn-helix transcriptional regulator
YP_010078081.1,Natrialba phage PhiCh1,putative immunity protein
YP_010078080.1,Natrialba phage PhiCh1,plasmid replication protein
YP_010078101.1,Natrialba phage PhiCh1,ASCH domain-containing protein
YP_010078079.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp49
YP_010078102.1,Natrialba phage PhiCh1,putative one transmembrane helix protein
YP_010078104.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp74
NP_666011.1,Natrialba phage PhiCh1,putative holin
YP_010078031.1,Natrialba phage PhiCh1,HNH endonuclease
YP_010078124.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078123.1,Natrialba phage PhiCh1,DUF217 domain protein
YP_010078122.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp92
YP_010078121.1,Natrialba phage PhiCh1,ParB N-terminal domain-containing protein
YP_010078120.1,Natrialba phage PhiCh1,transmembrane domain protein
YP_010078119.1,Natrialba phage PhiCh1,transmembrane domain protein
YP_010078118.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp88
YP_010078117.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp87
YP_010078115.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp85
YP_010078114.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp84
YP_010078113.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078112.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp82
YP_010078111.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp81
YP_010078110.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp80
YP_010078109.1,Natrialba phage PhiCh1,site-specific DNA-methyltransferase
YP_010078108.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078107.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp77
YP_010078106.1,Natrialba phage PhiCh1,DNA cytosine methyltransferase
YP_010078105.1,Natrialba phage PhiCh1,repressor protein
YP_010078103.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078078.1,Natrialba phage PhiCh1,repressor protein
YP_010078116.1,Natrialba phage PhiCh1,CxxC motif protein
YP_010078076.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp46
YP_010078049.1,Natrialba phage PhiCh1,tail tube protein
YP_010078048.1,Natrialba phage PhiCh1,tail sheath protein
YP_010078047.1,Natrialba phage PhiCh1,"tail completion protein, type 1"
YP_010078077.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp47
YP_010078045.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp15
YP_010078044.1,Natrialba phage PhiCh1,"head closure protein, type 1"
YP_010078043.1,Natrialba phage PhiCh1,head-tail adaptor protein
YP_010078042.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp12
YP_010078041.1,Natrialba phage PhiCh1,major capsid protein
YP_010078040.1,Natrialba phage PhiCh1,XkdF-like putative serine protease domain-containing protein
YP_010078039.1,Natrialba phage PhiCh1,head morphogenesis protein SPP1 gp7
YP_010078038.1,Natrialba phage PhiCh1,portal protein
YP_010078037.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp07
YP_010078036.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp06
YP_010078035.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp05
YP_010078034.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp04
YP_010078033.1,Natrialba phage PhiCh1,terminase large subunit
YP_010078032.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp02
NP_666015.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p98
NP_666014.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p97
NP_666013.1,Natrialba phage PhiCh1,hypothetical protein PhiCh1p96
YP_010078050.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp20
YP_010078051.1,Natrialba phage PhiCh1,helix-turn-helix domain-containing protein
YP_010078046.1,Natrialba phage PhiCh1,virion morphogenesis protein
YP_010078053.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp23
YP_010078075.1,Natrialba phage PhiCh1,ParA family protein
YP_010078074.1,Natrialba phage PhiCh1,tyrosine-type recombinase/integrase
YP_010078073.1,Natrialba phage PhiCh1,PIN domain-containing protein
YP_010078072.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp42
YP_010078071.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp41
YP_010078052.1,Natrialba phage PhiCh1,tail tape measure protein
YP_010078069.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp39
YP_010078068.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp38
YP_010078067.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp37
YP_010078066.1,Natrialba phage PhiCh1,repeat-containing tail fiber protein
YP_010078065.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp35
YP_010078070.1,Natrialba phage PhiCh1,putative glutaminase
YP_010078063.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp33
YP_010078062.1,Natrialba phage PhiCh1,repeat-containing tail fiber protein
YP_010078061.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp31
YP_010078060.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp30
YP_010078059.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp29
YP_010078057.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp27
YP_010078056.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp26
YP_010078055.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp25
YP_010078064.1,Natrialba phage PhiCh1,site-specific integrase
YP_010078054.1,Natrialba phage PhiCh1,uncharacterized protein KMC42_gp24
YP_009966943.1,Natrinema virus SNJ1,tensin-like protein
YP_009966951.1,Natrinema virus SNJ1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
YP_009966950.1,Natrinema virus SNJ1,PIN domain-containing protein
YP_009966949.1,Natrinema virus SNJ1,HTH domain-containing protein
YP_009966948.1,Natrinema virus SNJ1,"phospholipase C, phosphocholine-specific"
YP_009966947.1,Natrinema virus SNJ1,hypothetical protein CWS96_gp10
YP_009966941.1,Natrinema virus SNJ1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
YP_009966938.1,Natrinema virus SNJ1,PB1
YP_009966939.1,Natrinema virus SNJ1,VP1
YP_009966940.1,Natrinema virus SNJ1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
YP_009966942.1,Natrinema virus SNJ1,NAD-binding protein
YP_009966944.1,Natrinema virus SNJ1,sigma-70 family RNA polymerase sigma factor
YP_009966946.1,Natrinema virus SNJ1,sigma-70 region 4 domain-containing protein
YP_009966953.1,Natrinema virus SNJ1,hypothetical protein CWS96_gp16
YP_009966952.1,Natrinema virus SNJ1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein
YP_009966955.1,Natrinema virus SNJ1,VP3
YP_009966954.1,Natrinema virus SNJ1,VP2
YP_009966963.1,Natrinema virus SNJ1,major capsid protein PB2
YP_009966964.1,Natrinema virus SNJ1,DoxX family membrane protein
YP_009966962.1,Natrinema virus SNJ1,PB6
YP_009966966.1,Natrinema virus SNJ1,hypothetical protein CWS96_gp29
YP_009966967.1,Natrinema virus SNJ1,VP7
YP_009966945.1,Natrinema virus SNJ1,SWIM zinc finger domain-containing protein
YP_009966965.1,Natrinema virus SNJ1,phosphatase 2C-domain-containing protein
YP_009966961.1,Natrinema virus SNJ1,VP6
YP_009966960.1,Natrinema virus SNJ1,hypothetical protein CWS96_gp23
YP_009966959.1,Natrinema virus SNJ1,ATP-binding protein
YP_009966958.1,Natrinema virus SNJ1,CAP domain-containing protein
YP_009966957.1,Natrinema virus SNJ1,VP5
YP_009966956.1,Natrinema virus SNJ1,VP4
YP_009966968.1,Natrinema virus SNJ1,"hypothetical protein CWS96_gp31, partial"
YP_009824147.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp37
YP_009824141.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp31
YP_009824142.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp32
YP_009824143.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp33
YP_009824144.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp34
YP_009824145.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp35
YP_009824146.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp36
YP_009824148.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp38
YP_009824156.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp46
YP_009824150.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp40
YP_009824151.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp41
YP_009824152.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp42
YP_009824153.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp43
YP_009824154.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp44
YP_009824155.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp45
YP_009824140.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp30
YP_009824157.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp47
YP_009824158.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp48
YP_009824149.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp39
YP_009824139.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp29
YP_009824135.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp25
YP_009824137.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp27
YP_009824111.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp01
YP_009824112.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp02
YP_009824113.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp03
YP_009824114.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp04
YP_009824115.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp05
YP_009824116.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp06
YP_009824117.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp07
YP_009824118.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp08
YP_009824119.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp09
YP_009824120.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp10
YP_009824121.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp11
YP_009824122.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp12
YP_009824123.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp13
YP_009824124.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp14
YP_009824125.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp15
YP_009824126.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp16
YP_009824127.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp17
YP_009824128.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp18
YP_009824129.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp19
YP_009824130.1,Nitrosopumilus spindle-shaped virus,IgA FC receptor
YP_009824131.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp21
YP_009824132.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp22
YP_009824133.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp23
YP_009824134.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp24
YP_009824136.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp26
YP_009824138.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp28
YP_009824159.1,Nitrosopumilus spindle-shaped virus,hypothetical protein HOV56_gp49
YP_009237218.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp02
YP_009237220.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp04
YP_009237241.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp25
YP_009237242.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp26
YP_009237243.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp27
YP_009237244.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp28
YP_009237245.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp29
YP_009237246.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp30
YP_009237247.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp31
YP_009237240.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp24
YP_009237248.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp32
YP_009237250.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp34
YP_009237251.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp35
YP_009237252.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp36
YP_009237253.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp37
YP_009237254.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp38
YP_009237219.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp03
YP_009237217.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp01
YP_009237249.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp33
YP_009237239.1,Pyrobaculum filamentous virus 1,structural protein VP3
YP_009237255.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp39
YP_009237237.1,Pyrobaculum filamentous virus 1,structural protein VP2
YP_009237238.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp22
YP_009237222.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp06
YP_009237223.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp07
YP_009237224.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp08
YP_009237225.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp09
YP_009237226.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp10
YP_009237227.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp11
YP_009237228.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp12
YP_009237221.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp05
YP_009237230.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp14
YP_009237231.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp15
YP_009237232.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp16
YP_009237233.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp17
YP_009237234.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp18
YP_009237235.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp19
YP_009237229.1,Pyrobaculum filamentous virus 1,hypothetical protein A0E62_gp13
YP_009237236.1,Pyrobaculum filamentous virus 1,structural protein VP1
YP_015534.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp13
YP_015533.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp12
YP_015532.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp11
YP_015531.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp10
YP_015530.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp09
YP_015529.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp08
YP_015526.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp05
YP_015527.1,Pyrobaculum spherical virus,hypothetical protein PyrSV_gp06
